Force (g),Input Signal
0.0199,0
0.0174,0
0.0147,0
0.0177,0
0.0231,0
0.0269,0
0.0252,0
0.0213,0
0.0278,0
0.0254,0
0.0303,0
0.0340,0
0.0360,0
0.0322,0
0.0372,0
0.0366,0
0.0400,0
0.0373,0
0.0391,0
0.0428,0
0.0411,0
0.0446,0
0.0421,0
0.0438,0
0.0461,0
0.0460,0
0.0527,0
0.0475,0
0.0512,0
0.0525,0
0.0513,0
0.0490,0
0.0512,0
0.0533,0
0.0496,0
0.0504,0
0.0531,0
0.0542,0
0.0560,0
0.0510,0
0.0595,0
0.0566,0
0.0548,0
0.0613,0
0.0569,0
0.0617,0
0.0628,0
0.0630,0
0.0608,0
0.0560,0
0.0596,0
0.0622,0
0.0629,0
0.0601,0
0.0626,0
0.0592,0
0.0648,0
0.0599,0
0.0652,0
0.0701,0
0.0708,0
0.0716,0
0.0754,0
0.0727,0
0.0714,0
0.0652,0
0.0624,0
0.0663,0
0.0751,0
0.0781,0
0.0816,0
0.0860,0
0.0803,0
0.0678,0
0.0716,0
0.0746,0
0.0822,0
0.0832,0
0.0850,0
0.0837,0
0.0858,0
0.0788,0
0.0831,0
0.0867,0
0.0898,0
0.0954,0
0.1044,0
0.1027,0
0.1066,0
0.1099,0
0.1086,0
0.1081,0
0.1058,0
0.1086,0
0.1045,0
0.1107,0
0.1175,0
0.1136,0
0.1106,0
0.1123,0
0.1131,0
0.1105,0
0.1170,0
0.1159,0
0.1172,0
0.1189,0
0.1214,0
0.1211,0
0.1262,0
0.1352,0
0.1331,0
0.1265,0
0.1308,0
0.1278,0
0.1303,0
0.1243,0
0.1301,0
0.1266,0
0.1284,0
0.1270,1
0.3151,1
0.8076,1
1.1020,1
1.3637,1
1.5953,1
1.9319,1
2.1465,1
2.3854,1
2.6336,1
2.9088,1
3.0803,1
3.3137,1
3.5319,1
3.7502,1
3.8260,1
3.9278,1
4.1135,1
4.3821,1
4.4766,1
4.6165,1
4.7508,1
4.7999,1
4.8646,1
4.9135,1
4.9590,1
5.0269,1
5.0778,1
5.1620,1
5.3285,1
5.6436,1
5.8372,1
5.9515,1
5.9586,1
5.8196,1
5.7456,1
5.7335,1
5.6617,1
5.5230,1
5.4778,1
5.5171,1
5.6241,1
5.8402,1
5.8296,1
5.8536,1
5.8431,1
5.8326,1
5.8024,1
5.6860,1
5.7164,1
5.8178,1
5.7886,1
5.5363,1
5.4740,1
5.6792,1
5.8206,1
5.9390,1
5.9809,1
6.1625,1
6.2751,1
6.2624,1
6.1805,1
6.0841,1
6.1111,1
6.1166,1
6.1141,1
6.2393,1
6.3244,1
6.2786,1
6.0774,1
6.1013,1
6.2668,1
6.4202,1
6.5469,1
6.5646,1
6.5352,1
6.4687,1
6.5555,1
6.2746,1
5.9401,1
5.7169,1
5.6053,1
5.4002,1
5.3245,1
5.2090,1
5.1296,1
4.9963,1
4.9999,1
4.9440,1
4.9554,1
4.9313,1
4.9432,1
4.8969,1
5.1300,1
5.5019,1
5.6374,1
5.6694,1
5.7091,1
5.7547,1
5.9422,1
6.1802,1
6.4084,1
6.5931,1
6.6666,1
6.6832,1
6.7466,1
6.7839,1
6.8061,1
6.8210,1
6.7558,1
6.6239,1
6.3530,1
6.0318,1
5.8333,1
5.6123,1
5.2635,1
5.1728,1
5.2137,1
5.3360,1
5.3971,1
5.5439,1
5.5487,1
5.4540,1
5.5040,1
5.4675,1
5.4570,1
5.4726,1
5.4278,1
5.4162,1
5.4229,1
5.3417,1
5.3358,1
5.3547,1
5.3241,1
5.1961,1
5.0515,1
5.1640,1
5.2044,1
5.3720,1
5.6258,1
5.5528,1
5.5843,1
5.5813,1
5.4116,1
5.2228,1
5.1725,1
5.2704,1
5.6593,1
5.8084,1
5.7737,0
5.4196,0
3.9866,0
3.2193,0
2.5486,0
1.9490,0
1.3595,0
1.1079,0
0.8984,0
0.7546,0
0.5944,0
0.5099,0
0.4299,0
0.3531,0
0.2829,0
0.2437,0
0.2060,0
0.1688,0
0.1010,0
0.0684,0
0.0449,0
0.0160,0
-0.0151,0
-0.0272,0
-0.0548,0
-0.0691,0
-0.0873,0
-0.1059,0
-0.1130,0
-0.1150,0
-0.1328,0
-0.1436,0
-0.1515,0
-0.1614,0
-0.1680,0
-0.1762,0
-0.1835,0
-0.1878,0
-0.1904,0
-0.1902,0
-0.1907,0
-0.1970,0
-0.2022,0
-0.1973,0
-0.2074,0
-0.2056,0
-0.2128,0
-0.2079,0
-0.2081,0
-0.2140,0
-0.2082,0
-0.2079,0
-0.2099,0
-0.2028,0
-0.2120,0
-0.2118,0
-0.2143,0
-0.2097,0
-0.2132,0
-0.2043,0
-0.2082,0
-0.2078,0
-0.2107,0
-0.2081,0
-0.2083,0
-0.2077,0
-0.2071,0
-0.2014,0
-0.2026,0
-0.1999,0
-0.2007,0
-0.1991,0
-0.1937,0
-0.1960,0
-0.1933,0
-0.1943,0
-0.1993,0
-0.1901,0
-0.1981,0
-0.1922,0
-0.1949,0
-0.1870,0
-0.1910,0
-0.1847,0
-0.1891,0
-0.1854,0
-0.1877,0
-0.1816,0
-0.1836,0
-0.1780,0
-0.1718,0
