Time (s),Force (g),Ambient temperature (c)
6.20,0.0133,17.9531
6.40,0.0143,17.9297
6.60,0.0163,17.8828
6.80,0.0181,17.9375
7.00,0.0183,17.9062
7.20,0.0231,17.9062
7.40,0.0190,17.9531
7.60,0.0195,17.9609
7.80,0.0251,17.9609
8.00,0.0233,17.9141
8.21,0.0238,17.9609
8.41,0.0243,17.9531
8.61,0.0234,17.9141
8.81,0.0255,17.9609
9.01,0.0217,17.9609
9.21,0.0252,17.9297
9.41,0.0286,17.9844
9.61,0.0273,17.9141
9.81,0.0286,17.9297
10.02,0.0292,17.8672
10.22,0.0293,17.8828
10.42,0.0307,17.8906
10.62,0.0532,17.9531
10.82,1.0350,18.0000
11.02,2.8829,17.9844
11.22,4.4568,17.9609
11.42,5.2155,17.9609
11.62,5.8415,17.9297
11.82,6.3771,17.9609
12.03,7.0567,17.9531
12.23,7.4414,17.9375
12.43,7.8035,18.0078
12.63,8.1303,17.9531
12.83,8.5790,17.9609
13.03,8.8522,18.0000
13.23,9.1085,17.9844
13.43,9.4346,17.9375
13.64,9.6067,17.8672
13.84,9.8023,17.9766
14.04,9.9959,17.9531
14.24,10.2639,17.9609
14.44,10.4252,17.9766
14.64,10.5785,17.9297
14.84,10.7195,18.0000
15.04,10.9158,17.9297
15.24,11.0337,17.9844
15.45,11.1382,18.0000
15.65,11.2378,17.9531
15.85,11.3664,17.9531
16.05,11.4463,17.9297
16.25,11.5093,17.9062
16.45,11.6047,17.8828
16.65,11.6524,17.9531
16.85,11.6953,17.9531
17.05,11.7338,17.9844
17.26,11.7774,17.8672
17.46,11.7982,17.9844
17.66,11.8116,17.8906
17.86,11.8179,17.9844
18.06,11.8199,18.0391
18.26,11.8184,17.9766
18.46,11.8090,17.9062
18.66,11.7928,18.0000
18.86,11.7798,17.9609
19.07,11.7609,17.9609
19.27,11.7440,17.9297
19.47,11.7167,17.8906
19.67,11.7007,17.9297
19.87,11.6848,18.0000
20.07,11.6745,17.9609
20.27,11.6553,17.9375
20.47,11.6278,17.9297
20.67,9.9359,17.9141
20.88,8.1867,17.9297
21.08,6.6510,17.9062
21.28,5.8956,17.9609
21.48,5.2709,17.8906
21.68,4.5035,17.9609
21.88,4.0807,17.9766
22.08,3.7077,17.9297
22.28,3.3782,18.0000
22.49,2.9567,17.9531
22.69,2.7082,17.9844
22.89,2.4918,17.9375
23.09,2.2881,17.9062
23.29,2.0273,18.0234
23.49,1.8733,17.9297
23.69,1.7383,17.9609
23.89,1.6329,18.0703
24.09,1.4765,17.9609
24.30,1.3723,17.9531
24.50,1.2746,17.9062
24.70,1.1420,17.9531
24.90,1.0589,17.9062
25.10,0.9901,17.8672
25.30,0.9161,17.9609
25.50,0.8272,17.9531
25.70,0.7680,18.0078
25.90,0.7150,17.9609
26.11,0.6697,17.9609
26.31,0.5969,18.0234
26.51,0.5598,17.9531
26.71,0.5197,17.9531
26.91,0.4825,18.0703
27.11,0.4311,17.9531
27.31,0.3991,17.9062
27.51,0.3712,18.0078
27.71,0.3319,17.9297
27.92,0.3036,17.9531
28.12,0.2890,17.9609
28.32,0.3227,17.9609
28.52,0.2857,17.9297
28.72,0.2652,17.9297
28.92,0.2456,17.9609
29.12,0.2252,17.9531
29.32,0.1988,17.9141
29.53,0.1803,17.9297
29.73,0.1656,17.8828
29.93,0.1474,17.9062
30.13,0.1302,17.9062
30.33,0.1231,17.9609
30.53,0.1083,17.8906
30.73,0.0928,17.9531
30.93,0.0816,17.9766
31.13,0.0725,17.9297
31.34,0.0665,17.9531
31.54,0.0537,17.9844
31.74,0.0482,18.0391
31.94,0.0366,17.9609
32.14,0.0314,17.8437
