Force (kgs),Input Signal
0.0000,1
-0.0001,1
-0.0003,1
-0.0002,1
-0.0002,1
-0.0001,1
-0.0003,1
-0.0003,1
-0.0005,1
-0.0003,1
-0.0003,1
-0.0005,1
-0.0004,1
-0.0004,1
-0.0004,1
-0.0002,1
-0.0005,1
-0.0004,1
-0.0003,1
0.3142,1
0.9784,1
1.2047,1
1.1279,1
0.5971,1
0.0381,1
0.0010,1
-0.0001,1
-0.0002,1
-0.0002,1
-0.0002,1
-0.0003,1
-0.0002,1
-0.0003,1
-0.0002,1
-0.0003,1
-0.0003,1
-0.0001,1
-0.0004,1
-0.0002,1
