Time (s),Force (g),Ambient temperature (c)
6.19,0.0053,17.8047
6.40,0.0023,17.7109
6.60,0.0049,17.7969
6.80,0.0054,17.8203
7.00,0.0046,17.8047
7.20,0.0059,17.7969
7.40,0.0046,17.7969
7.60,0.0052,17.7344
7.80,0.0036,17.8047
8.00,0.0042,17.7969
8.20,0.0064,17.7812
8.41,0.0085,17.8594
8.61,0.0064,17.8594
8.81,0.0051,17.8437
9.01,0.0064,17.7969
9.21,0.0032,17.8047
9.41,0.0035,17.8828
9.61,0.0054,17.8594
9.81,0.0069,17.8828
10.02,0.0057,17.8203
10.22,0.0077,17.8594
10.42,0.0082,17.7344
10.62,0.1913,17.8281
10.82,1.4780,17.8828
11.02,2.4322,17.8047
11.22,3.4176,17.7734
11.42,3.9184,17.7969
11.62,4.3397,17.7969
11.82,4.7102,17.8047
12.03,5.1801,17.7812
12.23,5.4586,17.7578
12.43,5.7073,17.8203
12.63,5.9368,17.7422
12.83,6.2497,17.7344
13.03,6.4328,17.8203
13.23,6.6084,17.8203
13.43,6.8536,17.8203
13.64,7.0062,17.8437
13.84,7.1459,17.8047
14.04,7.2782,17.8047
14.24,7.4672,17.8437
14.44,7.5786,17.8437
14.64,7.6907,17.8047
14.84,7.7846,17.7734
15.04,7.9362,17.8437
15.24,8.0186,17.7812
15.45,8.1041,17.8203
15.65,8.1825,17.7812
15.85,8.2861,17.7734
16.05,8.3508,17.8594
16.25,8.4109,17.7344
16.45,8.4978,17.7187
16.65,8.5513,17.7734
16.85,8.5943,17.8437
17.05,8.6347,17.8594
17.26,8.6899,17.8281
17.46,8.7213,17.8437
17.66,8.7514,17.7969
17.86,8.7796,17.8203
18.06,8.8152,17.8281
18.26,8.8300,17.7812
18.46,8.8466,17.8203
18.66,8.8646,17.8437
18.86,8.8716,17.8281
19.07,8.8736,17.7812
19.27,8.8813,17.7344
19.47,8.8738,17.7578
19.67,8.8724,17.7812
19.87,8.8628,17.7734
20.07,8.8581,17.8437
20.27,8.8456,17.8281
20.47,8.1444,17.8047
20.67,6.7108,17.8203
20.88,5.8962,17.8594
21.08,5.0042,17.7969
21.28,4.5362,17.7812
21.48,4.1440,17.8203
21.68,3.6403,17.7812
21.88,3.3591,17.7969
22.08,3.1116,17.8203
22.28,2.8856,17.7734
22.49,2.5881,17.8047
22.69,2.4138,17.7578
22.89,2.2526,17.7734
23.09,2.1090,17.8281
23.29,1.9082,17.8203
23.49,1.7902,17.8203
23.69,1.6785,17.8594
23.89,1.5784,17.8047
24.09,1.4364,17.8672
24.30,1.3508,17.7812
24.50,1.2719,17.7187
24.70,1.1662,17.7812
24.90,1.1008,17.7969
25.10,1.0372,17.8281
25.30,0.9767,17.7344
25.50,0.8914,17.7812
25.70,0.8458,17.7734
25.90,0.7945,17.8203
26.11,0.7451,17.7812
26.31,0.6856,17.7969
26.51,0.6463,17.8203
26.71,0.6115,17.8828
26.91,0.5750,17.7187
27.11,0.5249,17.8047
27.31,0.4927,17.7969
27.51,0.4670,17.8281
27.71,0.4195,17.7812
27.92,0.3947,17.7734
28.12,0.3726,17.7734
28.32,0.3519,17.8594
28.52,0.3153,17.7969
28.72,0.2961,17.7812
28.92,0.2745,17.7969
29.12,0.2585,17.8203
29.32,0.2291,17.7578
29.53,0.2142,17.8203
29.73,0.1988,17.8906
29.93,0.1736,17.7422
30.13,0.1593,17.8281
30.33,0.1516,17.8203
