Time (s),Force (g),Ambient temperature (c)
6.28,-0.0742,6.7266
6.48,-0.0752,6.6563
6.69,-0.0782,6.6563
6.89,-0.0848,6.7031
7.09,-0.0877,6.7266
7.29,-0.0889,6.6641
7.49,-0.0955,6.7500
7.69,-0.0957,6.7109
7.89,-0.0962,6.7656
8.09,-0.1005,6.7109
8.29,-0.1064,6.6875
8.49,-0.1051,6.6250
8.69,-0.1069,6.7422
8.90,-0.1113,6.7422
9.10,-0.1107,6.7656
9.30,-0.1118,6.7109
9.50,-0.1140,6.7500
9.70,-0.1183,6.7031
9.90,-0.1190,6.7031
10.10,-0.1234,6.7656
10.30,-0.1239,6.7734
10.50,0.1017,6.7969
10.71,1.9811,6.6641
10.91,3.5374,6.7109
11.11,4.4095,6.7500
11.31,5.2684,6.7031
11.51,5.7599,6.7266
11.71,6.1108,6.7266
11.91,6.4358,6.7422
12.11,6.8761,6.7656
12.31,7.1521,6.7656
12.51,7.4070,6.7500
12.72,7.6443,6.8281
12.92,7.6127,6.7891
13.12,7.8612,6.7500
13.32,8.0934,6.6875
13.52,8.4040,6.7969
13.72,8.5975,6.7656
13.92,8.7745,6.7266
14.12,8.9377,6.7266
14.32,9.1706,6.6875
14.52,9.3150,6.7031
14.73,9.4470,6.7422
14.93,9.5743,6.7031
15.13,9.7419,6.7656
15.33,9.8518,6.7109
15.53,9.9511,6.7031
15.73,10.0362,6.7500
15.93,10.1553,6.6641
16.13,10.2273,6.7656
16.33,10.2888,6.7656
16.54,10.3696,6.7422
16.74,10.4117,6.7422
16.94,10.4525,6.6875
17.14,10.4754,6.7500
17.34,10.5061,6.7422
17.54,10.5189,6.6875
17.74,10.5233,6.7031
17.94,10.5255,6.7031
18.14,10.5140,6.7891
18.35,10.4978,6.7266
18.55,10.4782,6.7500
18.75,10.4483,6.7656
18.95,10.4004,6.7266
19.15,10.3702,6.7266
19.35,10.3375,6.6875
19.55,10.2808,6.7109
19.75,10.2481,6.7266
19.96,10.2231,6.7109
20.16,10.1940,6.7656
20.36,10.1631,6.7031
20.56,10.1382,6.7734
20.76,10.1218,6.6875
20.96,10.1016,6.7266
21.16,7.4778,6.7656
21.36,5.2298,6.7891
21.56,4.0158,6.6875
21.77,2.7794,6.6406
21.97,2.1696,6.8359
22.17,1.6477,6.8281
22.37,1.2084,6.7734
22.57,0.6641,6.5938
22.77,0.3593,6.7422
22.97,0.0947,6.8281
23.17,-0.1302,6.7031
23.37,-0.4336,6.8125
23.58,-0.6075,6.7969
23.78,-0.7623,6.7969
23.98,-0.9061,6.7656
24.18,-1.0932,6.7969
24.38,-1.2001,6.6797
24.58,-1.2986,6.7266
24.78,-1.4314,6.7109
24.98,-1.5106,6.7656
25.18,-1.5795,6.8359
25.39,-1.6484,6.7109
25.59,-1.7386,6.7969
25.79,-1.7946,6.8281
25.99,-1.8484,6.6875
26.19,-1.8952,6.7734
26.39,-1.9563,6.7656
26.59,-1.9965,6.7656
26.79,-2.0318,6.7500
27.00,-2.0672,6.7109
27.20,-2.1205,6.7500
27.40,-2.1479,6.6563
27.60,-2.1743,6.7266
27.80,-2.2163,6.7422
28.00,-2.2392,6.7031
28.20,-2.2671,6.7500
28.40,-2.2847,6.7734
28.60,-2.3137,6.6797
28.81,-2.3323,6.8281
29.01,-2.3463,6.7891
29.21,-2.3640,6.7422
29.41,-2.3871,6.7656
29.61,-2.4011,6.7734
29.81,-2.4093,6.7891
30.01,-2.4299,6.7969
30.21,-2.4440,6.7734
30.42,-2.4504,6.7969
30.62,-2.4667,6.7266
