Force (g),Input Signal
0.0179,0
0.0196,0
0.0229,0
0.0213,0
0.0196,0
0.0231,0
0.0196,0
0.0214,0
0.0216,0
0.0222,0
0.0184,0
0.0246,0
0.0203,0
0.0254,0
0.0243,0
0.0213,0
0.0234,0
0.0254,0
0.0208,0
0.0247,0
0.0296,0
0.0230,0
0.0227,0
0.0257,0
0.0292,0
0.0257,0
0.0231,0
0.0293,0
0.0284,0
0.0284,0
0.0305,0
0.0326,0
0.0298,0
0.0425,0
0.0319,0
0.0366,0
0.0327,0
0.0350,0
0.0384,0
0.0365,0
0.0357,0
0.0442,0
0.0380,0
0.0394,0
0.0419,0
0.0382,0
0.0417,0
0.0403,0
0.0429,0
0.0411,0
0.0454,0
0.0450,0
0.0431,0
0.0444,0
0.0453,0
0.0470,0
0.0432,0
0.0481,0
0.0462,0
0.0465,0
0.0487,0
0.0462,0
0.0451,0
0.0528,0
0.0478,0
0.0532,0
0.0530,0
0.0513,0
0.0531,0
0.0534,0
0.0539,0
0.0584,0
0.0595,0
0.0554,0
0.0523,0
0.0583,0
0.0601,0
0.0569,0
0.0565,0
0.0584,0
0.0595,0
0.0596,0
0.0607,0
0.0574,0
0.0595,0
0.0590,0
0.0625,0
0.0666,0
0.0642,0
0.0630,0
0.0684,0
0.0666,0
0.0669,0
0.0737,0
0.0712,0
0.0754,0
0.0764,0
0.0805,0
0.0760,0
0.0772,0
0.0824,0
0.0828,0
0.0834,0
0.0828,0
0.0837,0
0.0917,0
0.0887,0
0.0898,0
0.0862,0
0.0863,0
0.0881,0
0.0849,0
0.0923,0
0.0886,0
0.0894,0
0.0929,0
0.0901,0
0.0932,0
0.0925,0
0.0914,1
0.3026,1
0.8975,1
1.2463,1
1.5658,1
1.8581,1
2.2346,1
2.4853,1
2.7685,1
3.0219,1
3.3534,1
3.5331,1
3.6221,1
3.7072,1
3.8728,1
3.9536,1
3.9860,1
4.0928,1
4.4081,1
4.6049,1
4.7372,1
4.8778,1
5.0272,1
5.0705,1
5.1006,1
5.0971,1
5.0855,1
5.0693,1
5.0253,1
5.0556,1
5.1388,1
5.2634,1
5.4288,1
5.6322,1
5.9452,1
6.0015,1
5.8934,1
5.8577,1
5.8353,1
5.8792,1
5.9885,1
6.0672,1
6.2629,1
6.3459,1
6.4297,1
6.5530,1
6.7153,1
6.6197,1
6.4319,1
6.2545,1
6.0881,1
6.1072,1
6.1499,1
6.2065,1
6.0743,1
6.0181,1
6.0527,1
5.9843,1
5.8109,1
5.6460,1
5.4651,1
5.3510,1
5.2972,1
5.3816,1
5.4265,1
5.4910,1
5.5168,1
5.5372,1
5.4724,1
5.3454,1
5.2060,1
5.0951,1
5.0852,1
5.1352,1
5.1115,1
5.1406,1
5.1596,1
5.1863,1
5.2986,1
5.3812,1
5.4135,1
5.4716,1
5.5953,1
5.6751,1
5.6773,1
5.7109,1
5.7062,1
5.7083,1
5.6805,1
5.6845,1
5.7500,1
5.7669,1
5.7566,1
5.6651,1
5.5613,1
5.5031,1
5.3990,1
5.2990,1
5.3849,1
5.5573,1
5.7749,1
5.9426,1
5.9916,1
6.0290,1
6.1137,1
6.1178,1
6.1190,1
6.0705,1
6.0210,1
5.9861,1
5.7771,1
5.5753,1
5.5525,1
5.6393,1
5.6667,1
5.6633,1
5.5481,1
5.4403,1
5.2784,1
5.2555,1
5.3944,1
5.2663,1
5.1320,1
5.1197,1
5.0526,1
4.9281,1
4.8225,1
4.8684,1
4.9006,1
4.9749,1
5.0032,1
4.9978,1
4.8833,1
4.9154,1
5.1318,1
5.2389,1
5.2572,1
5.3278,1
5.4785,1
5.5347,1
5.5803,1
5.5941,1
5.6026,1
5.5803,1
5.6157,1
5.6604,1
5.3882,1
5.2675,1
5.2727,1
5.3763,0
5.1435,0
4.4614,0
3.7631,0
3.1540,0
2.4072,0
2.0476,0
1.7315,0
1.4576,0
1.1392,0
0.9528,0
0.8031,0
0.6743,0
0.5219,0
0.4298,0
0.3310,0
0.2299,0
0.1204,0
0.0540,0
-0.0024,0
-0.0499,0
-0.1162,0
-0.1582,0
-0.1984,0
-0.2317,0
-0.2783,0
-0.3084,0
-0.3274,0
-0.3566,0
-0.3854,0
-0.3983,0
-0.4110,0
-0.4248,0
-0.4333,0
-0.4375,0
-0.4330,0
-0.4383,0
-0.4456,0
-0.4516,0
-0.4572,0
-0.4615,0
-0.4666,0
-0.4675,0
-0.4678,0
-0.4723,0
-0.4740,0
-0.4683,0
-0.4740,0
-0.4706,0
-0.4717,0
-0.4687,0
-0.4687,0
-0.4652,0
-0.4701,0
-0.4704,0
-0.4627,0
-0.4650,0
-0.4654,0
-0.4654,0
-0.4643,0
-0.4661,0
-0.4598,0
-0.4615,0
-0.4532,0
-0.4546,0
-0.4582,0
