Force (g),Input Signal
0.0481,0
0.0496,0
0.0508,0
0.0496,0
0.0525,0
0.0518,0
0.0554,0
0.0499,0
0.0500,0
0.0449,0
0.0368,0
0.0407,0
0.0449,0
0.0468,0
0.0438,0
0.0369,0
0.0296,0
0.0350,0
0.0348,0
0.0322,0
0.0332,0
0.0292,0
0.0322,0
0.0305,0
0.0349,0
0.0391,0
0.0351,0
0.0370,0
0.0415,0
0.0400,0
0.0422,0
0.0446,0
0.0481,0
0.0451,0
0.0436,0
0.0498,0
0.0498,0
0.0335,0
0.0318,0
0.0317,0
0.0372,0
0.0422,0
0.0422,0
0.0429,0
0.0484,0
0.0472,0
0.0478,0
0.0551,0
0.0516,0
0.0467,0
0.0507,0
0.0475,0
0.0507,0
0.0546,0
0.0610,0
0.0621,0
0.0631,0
0.0636,0
0.0632,0
0.0575,0
0.0605,0
0.0628,0
0.0631,0
0.0638,0
0.0699,0
0.0570,0
0.0597,0
0.0592,0
0.0604,0
0.0643,0
0.0705,0
0.0699,0
0.0659,0
0.0614,0
0.0651,0
0.0583,0
0.0559,0
0.0510,0
0.0546,0
0.0522,0
0.0610,0
0.0596,0
0.0580,0
0.0589,0
0.0586,0
0.0608,0
0.0629,0
0.0577,0
0.0654,0
0.0695,0
0.0730,0
0.0718,0
0.0707,0
0.0784,0
0.0792,0
0.0792,0
0.0781,0
0.0785,0
0.0719,0
0.0706,0
0.0655,0
0.0676,0
0.0749,0
0.0707,0
0.0740,0
0.0701,0
0.0690,0
0.0708,0
0.0649,0
0.0641,0
0.0628,0
0.0628,0
0.0692,0
0.0618,0
0.0742,0
0.0773,0
0.0718,0
0.0713,0
0.0703,0
0.0666,1
0.1798,1
0.4810,1
0.6449,1
0.7906,1
0.9181,1
1.1048,1
1.2027,1
1.3013,1
1.3807,1
1.4740,1
1.5223,1
1.5806,1
1.6481,1
1.7784,1
1.8681,1
1.9404,1
2.0043,1
2.0522,1
2.0622,1
2.0388,1
2.0268,1
2.0098,1
2.0233,1
2.0455,1
2.0381,1
2.0228,1
2.0273,1
2.0422,1
2.0648,1
2.0948,1
2.1007,1
2.1113,1
2.1082,1
2.1599,1
2.2364,1
2.2816,1
2.3166,1
2.2929,1
2.2460,1
2.1862,1
2.1329,1
2.1039,1
2.0844,1
2.0685,1
2.0263,1
2.0181,1
2.0346,1
2.0315,1
1.9911,1
1.9556,1
1.9858,1
2.0258,1
2.0461,1
2.0900,1
2.1114,1
2.1331,1
2.1904,1
2.2415,1
2.2181,1
2.2046,1
2.1922,1
2.1507,1
2.1354,1
2.1039,1
2.0652,1
2.0818,1
2.0867,1
2.0919,1
2.1339,1
2.2120,1
2.2815,1
2.3303,1
2.3522,1
2.3661,1
2.3840,1
2.3567,1
2.2901,1
2.2543,1
2.2601,1
2.2693,1
2.2515,1
2.2530,1
2.2043,1
2.1701,1
2.1378,1
2.0890,1
2.0604,1
2.0612,1
2.0407,1
2.0521,1
2.0688,1
2.0686,1
2.0778,1
2.0246,1
1.9684,1
1.9366,1
1.9248,1
1.9362,1
1.9576,1
1.9824,1
2.0314,1
2.0653,1
2.0198,1
1.9448,1
1.9308,1
1.9847,1
2.0216,1
1.9857,1
1.9196,1
1.8763,1
1.8502,1
1.8249,1
1.8467,1
1.9214,1
1.9543,1
1.9884,1
2.0213,1
2.0705,1
2.1340,1
2.0978,1
2.0788,1
2.0466,1
2.0356,1
2.0806,1
2.0571,1
2.0210,1
2.0224,1
2.0210,1
2.0075,1
2.0107,1
1.9915,1
2.0318,1
2.0937,1
2.1168,1
2.0842,1
2.0936,1
2.1295,1
2.1565,1
2.1465,1
2.1077,1
2.0689,1
2.0656,1
2.1119,1
2.1452,1
2.1225,1
2.0922,1
2.0452,1
2.0164,1
1.9993,0
1.9042,0
1.5038,0
1.2893,0
1.0998,0
0.9512,0
0.7631,0
0.6588,0
0.5544,0
0.4545,0
0.3441,0
0.2899,0
0.2284,0
0.1697,0
0.1172,0
0.0713,0
0.0338,0
-0.0092,0
-0.0508,0
-0.0833,0
-0.1022,0
-0.1205,0
-0.1276,0
-0.1428,0
-0.1559,0
-0.1646,0
-0.1807,0
-0.1905,0
-0.2037,0
-0.2078,0
-0.2160,0
-0.2178,0
-0.2246,0
-0.2295,0
-0.2304,0
-0.2328,0
-0.2400,0
-0.2364,0
-0.2367,0
-0.2384,0
-0.2474,0
-0.2534,0
-0.2488,0
-0.2487,0
-0.2517,0
-0.2510,0
-0.2501,0
-0.2457,0
-0.2487,0
-0.2410,0
-0.2415,0
-0.2433,0
-0.2420,0
-0.2381,0
-0.2419,0
-0.2428,0
-0.2451,0
-0.2426,0
-0.2417,0
-0.2422,0
-0.2479,0
-0.2554,0
-0.2646,0
-0.2667,0
-0.2619,0
-0.2605,0
-0.2663,0
-0.2672,0
-0.2707,0
-0.2717,0
-0.2715,0
-0.2654,0
-0.2640,0
-0.2654,0
-0.2640,0
-0.2603,0
-0.2603,0
-0.2598,0
-0.2580,0
-0.2600,0
-0.2566,0
-0.2499,0
-0.2540,0
-0.2528,0
-0.2516,0
-0.2475,0
-0.2600,0
-0.2578,0
-0.2613,0
-0.2684,0
-0.2750,0
