Linear displacement (mm),Input Signal
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0089,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,1
0.0267,1
0.3559,1
0.8363,1
1.3079,1
1.8150,1
2.2954,1
2.7403,1
3.1585,1
3.6300,1
4.0660,1
4.4574,1
4.8578,1
5.2493,1
5.7119,1
6.1301,1
6.4949,1
6.8597,1
7.2511,1
7.6337,1
7.9006,1
8.2921,1
8.5412,1
8.9772,1
9.4131,1
9.7690,1
10.0092,1
10.3473,1
10.4808,1
10.5431,1
10.5964,1
10.6498,1
10.7210,1
12.1801,1
12.3759,1
12.7495,1
13.0253,1
13.3278,1
13.7193,1
14.0307,1
14.4845,1
14.8848,1
15.2318,1
15.3653,1
15.4364,1
15.4809,1
15.5076,1
15.5343,1
15.5610,1
15.5966,1
15.6322,1
17.5095,1
17.9810,1
18.5593,1
18.8529,1
19.0309,1
19.8761,1
20.4989,1
20.9260,1
21.0327,1
21.0594,1
21.0772,1
21.0950,1
21.1128,1
21.1217,1
21.1306,1
21.2640,1
22.5630,1
22.7410,1
22.8477,1
22.9100,1
22.9634,1
23.0079,1
23.0524,1
23.0879,1
23.0968,0
23.0790,0
23.0346,0
23.0168,0
23.0079,0
22.9990,0
22.9901,0
22.3317,0
20.0540,0
19.2622,0
18.5504,0
17.8920,0
17.0913,0
16.5397,0
16.0148,0
15.7567,0
15.7212,0
15.6767,0
15.6322,0
12.9364,0
12.8919,0
12.5983,0
12.0467,0
11.5929,0
11.1214,0
10.8633,0
10.2761,0
10.0003,0
9.6089,0
9.2975,0
8.9505,0
8.5590,0
8.2476,0
7.8828,0
7.6960,0
7.3223,0
5.2226,0
5.7119,0
5.7030,0
5.6941,0
5.6763,0
5.6674,0
5.6585,0
5.6585,0
4.8667,0
2.7314,0
3.6923,0
3.6923,0
3.6567,0
1.9485,0
3.1674,0
3.1407,0
3.1051,0
3.0873,0
3.0695,0
3.0428,0
3.0250,0
3.0161,0
3.0072,0
2.9983,0
2.9894,0
2.9805,0
2.9627,0
2.9449,0
2.9271,0
2.9182,0
2.9005,0
2.8916,0
2.8827,0
2.8738,0
2.8649,0
2.8560,0
2.8471,0
2.8204,0
