Force (kgs),Input Signal
0.0001,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0002,0
-0.0001,0
0.0000,0
-0.0000,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0000,0
-0.0000,0
0.0000,0
0.0000,0
-0.0002,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0001,0
-0.0002,0
-0.0001,0
-0.0002,0
-0.0001,0
-0.0002,0
0.0000,0
-0.0002,0
-0.0000,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0000,0
-0.0000,0
-0.0001,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0000,0
-0.0000,0
-0.0002,0
-0.0000,0
-0.0000,0
-0.0001,0
-0.0000,0
0.0001,0
0.0001,0
-0.0001,0
-0.0001,0
0.0000,0
-0.0001,0
-0.0002,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0000,0
0.0001,0
0.0001,0
0.0000,0
-0.0000,0
-0.0001,0
0.0000,0
-0.0001,0
-0.0001,0
-0.0001,0
0.0000,0
-0.0000,0
0.0001,0
-0.0000,0
0.0000,0
0.0001,0
-0.0000,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0001,0
0.0000,0
0.0001,0
0.0000,0
-0.0000,0
-0.0001,0
0.0000,0
-0.0002,0
-0.0001,0
-0.0000,0
-0.0000,0
0.0000,0
-0.0001,0
0.0000,0
-0.0000,0
-0.0001,0
-0.0001,0
-0.0000,0
0.0000,0
-0.0002,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0000,0
-0.0000,0
0.0000,0
0.0001,0
-0.0001,0
-0.0000,0
-0.0001,0
0.0000,0
0.0000,1
0.0001,1
0.0004,1
0.0005,1
0.0005,1
0.0008,1
0.0010,1
0.0011,1
0.0014,1
0.0020,1
0.0023,1
0.0027,1
0.0032,1
0.0037,1
0.0039,1
0.0044,1
0.0048,1
0.0053,1
0.0054,1
0.0057,1
0.0060,1
0.0064,1
0.0064,1
0.0065,1
0.0069,1
0.0072,1
0.0070,1
0.0072,1
0.0070,1
0.0071,1
0.0073,1
0.0073,1
0.0076,1
0.0078,1
0.0082,1
0.0083,1
0.0086,1
0.0088,1
0.0089,1
0.0091,1
0.0092,1
0.0096,1
0.0097,1
0.0096,1
0.0095,1
0.0096,1
0.0098,1
0.0098,1
0.0101,1
0.0101,1
0.0102,1
0.0102,1
0.0103,1
0.0104,1
0.0104,1
0.0103,1
0.0102,1
0.0101,1
0.0101,1
0.0100,1
0.0100,1
0.0100,1
0.0100,1
0.0099,1
0.0099,1
0.0100,1
0.0101,1
0.0103,1
0.0103,1
0.0102,1
0.0101,1
0.0099,1
0.0098,1
0.0100,1
0.0098,1
0.0101,1
0.0103,1
0.0104,1
0.0106,1
0.0106,1
0.0106,1
0.0106,1
0.0106,1
0.0107,1
0.0106,1
0.0106,1
0.0106,1
0.0107,1
0.0109,1
0.0112,1
0.0111,1
0.0114,1
0.0114,1
0.0115,1
0.0116,1
0.0117,1
0.0115,1
0.0115,1
0.0115,1
0.0114,1
0.0114,1
0.0115,1
0.0115,1
0.0115,1
0.0116,1
0.0115,1
0.0114,1
0.0116,1
0.0115,1
0.0117,1
0.0117,1
0.0117,1
0.0118,1
0.0118,1
0.0118,1
0.0120,1
0.0120,1
0.0121,1
0.0122,1
0.0120,1
0.0121,1
0.0117,1
0.0115,1
0.0115,1
0.0115,1
0.0115,1
0.0114,1
0.0113,1
0.0114,1
0.0116,1
0.0116,1
0.0116,1
0.0116,1
0.0117,1
0.0119,1
0.0121,1
0.0122,1
0.0122,1
0.0124,1
0.0123,1
0.0122,1
0.0121,1
0.0117,1
0.0116,1
0.0116,1
0.0113,1
0.0113,1
0.0110,1
0.0110,1
0.0110,0
0.0105,0
0.0091,0
0.0082,0
0.0074,0
0.0065,0
0.0054,0
0.0046,0
0.0042,0
0.0035,0
0.0029,0
0.0025,0
0.0021,0
0.0020,0
0.0016,0
0.0014,0
0.0013,0
0.0011,0
0.0007,0
0.0006,0
0.0007,0
0.0005,0
0.0004,0
0.0003,0
0.0000,0
0.0002,0
0.0000,0
0.0000,0
0.0001,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0003,0
-0.0002,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0002,0
-0.0002,0
-0.0001,0
-0.0001,0
-0.0002,0
-0.0002,0
-0.0002,0
-0.0003,0
-0.0002,0
-0.0002,0
-0.0003,0
-0.0001,0
-0.0002,0
-0.0002,0
-0.0002,0
-0.0003,0
-0.0003,0
-0.0003,0
-0.0002,0
-0.0003,0
-0.0004,0
-0.0004,0
-0.0003,0
-0.0002,0
-0.0005,0
-0.0003,0
-0.0002,0
-0.0003,0
-0.0004,0
-0.0003,0
-0.0002,0
-0.0002,0
-0.0004,0
-0.0003,0
-0.0003,0
-0.0003,0
-0.0003,0
-0.0004,0
-0.0002,0
-0.0002,0
-0.0003,0
-0.0002,0
-0.0003,0
-0.0002,0
-0.0003,0
-0.0002,0
-0.0001,0
-0.0003,0
-0.0002,0
-0.0002,0
-0.0002,0
-0.0002,0
-0.0003,0
-0.0001,0
-0.0003,0
-0.0002,0
