Force (kgs),Input Signal
0.0000,0
0.0000,0
0.0001,0
-0.0000,0
-0.0000,0
0.0000,0
0.0000,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0000,0
0.0000,0
0.0000,0
-0.0000,0
0.0000,0
-0.0001,0
-0.0000,0
-0.0001,0
0.0000,0
-0.0000,0
-0.0000,0
-0.0000,0
0.0000,0
-0.0001,0
0.0000,0
-0.0001,0
-0.0000,0
-0.0001,0
0.0000,0
0.0000,0
-0.0000,0
-0.0002,0
-0.0001,0
0.0001,0
0.0001,0
0.0001,0
-0.0000,0
-0.0001,0
-0.0000,0
-0.0001,0
-0.0000,0
-0.0002,0
-0.0001,0
-0.0001,0
-0.0001,0
-0.0000,0
0.0001,0
0.0000,0
0.0001,0
-0.0000,0
0.0001,0
-0.0001,0
0.0000,0
0.0002,0
0.0000,0
0.0001,0
0.0001,0
0.0000,0
0.0002,0
0.0002,0
-0.0001,0
0.0001,0
0.0001,0
0.0002,0
-0.0001,0
0.0000,0
0.0000,0
0.0000,0
0.0000,0
0.0001,0
0.0002,0
0.0001,0
0.0001,0
0.0002,0
0.0001,0
0.0000,0
0.0000,0
0.0000,0
0.0001,0
0.0000,0
0.0000,0
0.0001,0
0.0001,0
0.0001,0
0.0001,0
0.0002,0
-0.0000,0
0.0000,0
-0.0000,0
-0.0001,0
0.0000,0
0.0002,0
0.0001,0
-0.0000,0
-0.0000,0
0.0001,0
0.0001,0
-0.0000,0
-0.0000,0
0.0000,0
-0.0000,0
-0.0000,0
0.0001,0
0.0001,0
-0.0001,0
0.0001,0
0.0000,0
0.0001,0
0.0002,0
0.0002,0
0.0003,0
0.0000,0
0.0001,0
0.0001,0
-0.0000,0
0.0000,0
0.0001,0
0.0002,0
0.0001,0
0.0001,0
0.0002,0
0.0002,1
0.0001,1
0.0001,1
0.0004,1
0.0004,1
0.0005,1
0.0004,1
0.0007,1
0.0005,1
0.0009,1
0.0009,1
0.0010,1
0.0012,1
0.0011,1
0.0013,1
0.0013,1
0.0015,1
0.0015,1
0.0017,1
0.0018,1
0.0019,1
0.0018,1
0.0021,1
0.0022,1
0.0022,1
0.0023,1
0.0025,1
0.0024,1
0.0026,1
0.0027,1
0.0028,1
0.0030,1
0.0031,1
0.0033,1
0.0035,1
0.0034,1
0.0034,1
0.0036,1
0.0035,1
0.0036,1
0.0037,1
0.0037,1
0.0036,1
0.0039,1
0.0039,1
0.0039,1
0.0040,1
0.0039,1
0.0039,1
0.0040,1
0.0040,1
0.0037,1
0.0036,1
0.0036,1
0.0034,1
0.0035,1
0.0035,1
0.0033,1
0.0037,1
0.0035,1
0.0037,1
0.0036,1
0.0039,1
0.0040,1
0.0039,1
0.0041,1
0.0042,1
0.0044,1
0.0044,1
0.0047,1
0.0046,1
0.0047,1
0.0048,1
0.0047,1
0.0047,1
0.0048,1
0.0049,1
0.0049,1
0.0047,1
0.0047,1
0.0048,1
0.0047,1
0.0048,1
0.0048,1
0.0049,1
0.0050,1
0.0051,1
0.0051,1
0.0052,1
0.0052,1
0.0054,1
0.0052,1
0.0056,1
0.0055,1
0.0056,1
0.0056,1
0.0056,1
0.0057,1
0.0058,1
0.0058,1
0.0060,1
0.0061,1
0.0060,1
0.0062,1
0.0062,1
0.0064,1
0.0062,1
0.0061,1
0.0062,1
0.0061,1
0.0061,1
0.0059,1
0.0058,1
0.0059,1
0.0057,1
0.0057,1
0.0057,1
0.0058,1
0.0057,1
0.0057,1
0.0057,1
0.0056,1
0.0055,1
0.0052,1
0.0051,1
0.0052,1
0.0051,1
0.0051,1
0.0051,1
0.0051,1
0.0051,1
0.0050,1
0.0049,1
0.0048,1
0.0049,1
0.0047,1
0.0046,1
0.0048,1
0.0046,1
0.0045,1
0.0045,1
0.0044,1
0.0043,1
0.0042,1
0.0045,1
0.0042,1
0.0044,1
0.0043,1
0.0046,1
0.0046,0
0.0045,0
0.0038,0
0.0033,0
0.0027,0
0.0025,0
0.0022,0
0.0019,0
0.0015,0
0.0014,0
0.0012,0
0.0011,0
0.0010,0
0.0008,0
0.0007,0
0.0008,0
0.0005,0
0.0006,0
0.0006,0
0.0005,0
0.0005,0
0.0004,0
0.0003,0
0.0004,0
0.0004,0
0.0003,0
0.0001,0
0.0002,0
0.0002,0
0.0002,0
0.0003,0
0.0003,0
0.0001,0
0.0003,0
0.0002,0
0.0002,0
0.0003,0
0.0001,0
0.0002,0
0.0002,0
0.0002,0
0.0001,0
0.0002,0
0.0001,0
0.0002,0
0.0001,0
0.0002,0
0.0002,0
0.0001,0
0.0002,0
0.0002,0
0.0002,0
0.0002,0
0.0001,0
0.0002,0
0.0001,0
0.0002,0
0.0002,0
0.0001,0
0.0002,0
0.0001,0
0.0001,0
0.0001,0
0.0000,0
0.0001,0
0.0001,0
0.0002,0
0.0000,0
0.0002,0
0.0001,0
0.0002,0
-0.0000,0
0.0002,0
0.0001,0
0.0003,0
