Time (s),Force (g),Ambient temperature (c)
6.20,0.0312,7.6953
6.40,0.0276,7.7188
6.60,0.0296,7.7422
6.80,0.0279,7.7031
7.00,0.0318,7.7266
7.20,0.0324,7.7266
7.40,0.0322,7.7188
7.60,0.0334,7.7656
7.80,0.0341,7.6719
8.00,0.0315,7.7031
8.21,0.0306,7.7031
8.41,0.0337,7.7031
8.61,0.0343,7.7578
8.81,0.0396,7.7266
9.01,0.0375,7.7188
9.21,0.0357,7.6719
9.41,0.0369,7.7188
9.61,0.0403,7.7266
9.81,0.0425,7.7031
10.02,0.0470,7.6953
10.22,0.1605,7.7422
10.42,2.4145,7.7266
10.62,7.1432,7.7422
10.82,9.5400,7.7422
11.02,11.6907,7.7188
11.22,13.3422,7.7188
11.42,14.6251,7.6172
11.62,15.5203,7.7813
11.82,16.7450,7.6953
12.03,18.6496,7.7188
12.23,19.9467,7.7031
12.43,20.9232,7.7266
12.63,22.0014,7.6563
12.83,23.6346,7.7422
13.03,24.8013,7.6797
13.23,26.0095,7.7031
13.43,27.1984,7.6797
13.64,28.8526,7.7031
13.84,29.7988,7.6563
14.04,30.2152,7.7578
14.24,31.5630,7.7188
14.44,32.1454,7.6797
14.64,32.7928,7.7422
14.84,33.4068,7.6328
15.04,34.5442,7.7031
15.24,35.0821,7.6953
15.45,35.7048,7.6719
15.65,36.1262,7.7188
15.85,36.9529,7.7422
16.05,37.3385,7.7031
16.25,37.8756,7.6563
16.45,38.4365,7.6719
16.65,39.1009,7.6484
16.85,39.5280,7.6953
17.05,39.9437,7.7891
17.26,40.5703,7.6484
17.46,40.9450,7.6484
17.66,41.3328,7.6719
17.86,41.7046,7.7891
18.06,42.3124,7.6172
18.26,42.7503,7.7031
18.46,43.1711,7.6953
18.66,43.5790,7.7266
18.86,44.1630,7.7188
19.07,44.5532,7.6797
19.27,45.0414,7.6719
19.47,45.4800,7.6719
19.67,46.1217,7.7266
19.87,46.4981,7.7031
20.07,46.9836,7.7891
20.27,47.6427,7.7813
20.47,48.0695,7.6797
20.67,47.5583,7.7188
20.88,41.1001,7.6719
21.08,33.6289,7.7031
21.28,29.9006,7.7422
21.48,27.2042,7.7031
21.68,24.6269,7.7188
21.88,20.9987,7.6797
22.08,18.9999,7.8281
22.28,17.2369,7.6719
22.49,15.5439,7.7891
22.69,13.2128,7.6797
22.89,12.0751,7.7188
23.09,11.0752,7.6953
23.29,9.4038,7.6719
23.49,8.5673,7.6328
23.69,7.8723,7.7188
23.89,7.1287,7.7578
24.09,6.2184,7.6953
24.30,5.7335,7.6172
24.50,5.1458,7.7188
24.70,4.6536,7.6563
24.90,4.4246,7.6563
25.10,3.9936,7.7031
25.30,3.5834,7.7266
25.50,3.2302,7.7188
25.70,2.8336,7.7578
25.90,2.6075,7.6719
26.11,2.3910,7.7891
26.31,2.0833,7.6563
26.51,1.8927,7.7813
26.71,1.7232,7.7188
26.91,1.6103,7.7031
27.11,1.4931,7.7266
27.31,1.3854,7.7188
27.51,1.2768,7.7188
27.71,1.1704,7.6719
27.92,1.0367,7.7813
28.12,1.0325,7.7031
28.32,1.1374,7.6563
28.52,1.0074,7.7422
28.72,0.8367,7.7578
28.92,0.7414,7.7578
29.12,0.6603,7.7188
29.32,0.5479,7.6953
29.53,0.4764,7.7422
29.73,0.4174,7.7422
29.93,0.3619,7.7266
30.13,0.2889,7.6563
30.33,0.2389,7.6797
30.53,0.1910,7.7813
30.73,0.1484,7.6719
30.93,0.0990,7.7422
31.13,0.0672,7.7266
31.34,0.0419,7.7266
31.54,0.0175,7.7188
31.74,-0.0205,7.7422
31.94,-0.0548,7.7188
32.14,-0.0829,7.7266
32.34,-0.1273,7.7578
