Force (g),Input Signal
0.0020,0
0.0053,0
0.0007,0
0.0010,0
0.0057,0
-0.0010,0
-0.0001,0
0.0017,0
-0.0010,0
0.0028,0
0.0057,0
0.0037,0
0.0060,0
0.0115,0
0.0124,0
0.0132,0
0.0165,0
0.0116,0
0.0149,0
0.0154,0
0.0210,0
0.0196,0
0.0164,0
0.0220,0
0.0234,0
0.0196,0
0.0249,0
0.0250,0
0.0259,0
0.0283,0
0.0262,0
0.0273,0
0.0245,0
0.0271,0
0.0261,0
0.0236,0
0.0293,0
0.0306,0
0.0332,0
0.0403,0
0.0384,0
0.0422,0
0.0434,0
0.0440,0
0.0446,0
0.0487,0
0.0428,0
0.0484,0
0.0515,0
0.0481,0
0.0474,0
0.0499,0
0.0490,0
0.0478,0
0.0495,0
0.0543,0
0.0549,0
0.0549,0
0.0577,0
0.0577,0
0.0543,0
0.0551,0
0.0561,0
0.0597,0
0.0604,0
0.0589,0
0.0623,0
0.0580,0
0.0590,0
0.0546,0
0.0610,0
0.0596,0
0.0602,0
0.0565,0
0.0601,0
0.0616,0
0.0628,0
0.0611,0
0.0600,0
0.0570,0
0.0611,0
0.0573,0
0.0584,0
0.0628,0
0.0602,0
0.0654,0
0.0637,0
0.0592,0
0.0587,0
0.0604,0
0.0566,0
0.0586,0
0.0560,0
0.0544,0
0.0548,0
0.0603,0
0.0593,0
0.0599,0
0.0595,0
0.0602,0
0.0591,0
0.0564,0
0.0631,0
0.0592,0
0.0646,0
0.0642,0
0.0635,0
0.0582,0
0.0607,0
0.0625,0
0.0597,0
0.0607,0
0.0649,0
0.0617,0
0.0549,0
0.0563,0
0.0616,0
0.0576,0
0.0596,0
0.0592,1
0.1719,1
0.4734,1
0.6508,1
0.8116,1
0.9448,1
1.1354,1
1.2322,1
1.3272,1
1.3969,1
1.5138,1
1.5954,1
1.6766,1
1.7293,1
1.8079,1
1.8578,1
1.9138,1
1.9731,1
2.0361,1
2.0810,1
2.1064,1
2.1298,1
2.1237,1
2.0811,1
2.0828,1
2.0963,1
2.0666,1
2.0662,1
2.0922,1
2.0966,1
2.0834,1
2.0681,1
2.0672,1
2.0649,1
2.0521,1
2.1142,1
2.1646,1
2.2288,1
2.3522,1
2.4119,1
2.4446,1
2.4658,1
2.5267,1
2.5428,1
2.5340,1
2.5192,1
2.4534,1
2.4329,1
2.3971,1
2.3881,1
2.4557,1
2.5234,1
2.5846,1
2.6586,1
2.6088,1
2.5419,1
2.4946,1
2.5067,1
2.5672,1
2.5199,1
2.4332,1
2.3154,1
2.2544,1
2.1887,1
2.1540,1
2.1387,1
2.1359,1
2.1511,1
2.1416,1
2.0893,1
1.9910,1
1.9663,1
1.9623,1
1.9813,1
2.0357,1
2.0746,1
2.1228,1
2.1957,1
2.2878,1
2.3219,1
2.2840,1
2.2006,1
2.1112,1
2.0807,1
2.0439,1
2.0113,1
2.0243,1
2.0454,1
2.0425,1
2.0354,1
2.0846,1
2.0687,1
2.0528,1
2.1032,1
2.1063,1
2.0814,1
2.0938,1
2.1250,1
2.1927,1
2.2360,1
2.3140,1
2.4074,1
2.4680,1
2.4893,1
2.5463,1
2.5841,1
2.5708,1
2.6225,1
2.6946,1
2.7770,1
2.8543,1
2.9079,1
2.9620,1
2.9801,1
2.9461,1
2.9107,1
2.7911,1
2.6571,1
2.5545,1
2.4793,1
2.4407,1
2.4501,1
2.3851,1
2.3037,1
2.2511,1
2.2257,1
2.2825,1
2.2822,1
2.2118,1
2.1677,1
2.1081,1
2.0539,1
2.0522,1
2.0816,1
2.1185,1
2.0897,1
2.0251,1
1.9479,1
1.9632,1
1.9376,1
1.9235,1
1.8929,1
1.9047,1
1.9530,1
1.9917,1
2.0301,1
2.1201,1
2.1388,1
2.1593,1
2.1802,0
1.9868,0
1.6776,0
1.4051,0
1.2049,0
0.9508,0
0.8108,0
0.6967,0
0.5862,0
0.4549,0
0.3960,0
0.3460,0
0.3040,0
0.2552,0
0.2272,0
0.1934,0
0.1631,0
0.1194,0
0.0972,0
0.0768,0
0.0586,0
0.0348,0
0.0115,0
-0.0082,0
-0.0228,0
-0.0346,0
-0.0504,0
-0.0631,0
-0.0658,0
-0.0838,0
-0.0896,0
-0.0906,0
-0.0987,0
-0.1059,0
-0.1053,0
-0.1155,0
-0.1181,0
-0.1148,0
-0.1191,0
-0.1140,0
-0.1231,0
-0.1222,0
-0.1239,0
-0.1312,0
-0.1274,0
-0.1387,0
-0.1393,0
-0.1350,0
-0.1390,0
-0.1390,0
-0.1358,0
-0.1375,0
-0.1397,0
-0.1369,0
-0.1429,0
-0.1384,0
-0.1381,0
-0.1355,0
-0.1410,0
-0.1360,0
-0.1353,0
-0.1362,0
-0.1286,0
-0.1231,0
-0.1233,0
-0.1279,0
-0.1231,0
-0.1217,0
-0.1269,0
-0.1228,0
-0.1252,0
-0.1164,0
-0.1218,0
-0.1198,0
-0.1131,0
-0.1105,0
-0.1105,0
-0.1139,0
-0.1132,0
-0.1051,0
-0.1084,0
-0.1105,0
-0.1069,0
-0.1099,0
-0.1106,0
-0.1088,0
-0.1100,0
-0.1074,0
-0.1046,0
-0.1059,0
-0.1039,0
-0.1063,0
-0.1130,0
-0.1034,0
-0.1046,0
-0.1043,0
-0.1067,0
-0.0993,0
-0.1075,0
-0.1039,0
-0.1047,0
-0.1057,0
-0.1081,0
-0.1035,0
-0.0998,0
-0.1056,0
-0.1046,0
-0.1002,0
-0.1030,0
-0.1057,0
-0.0981,0
-0.1032,0
-0.1044,0
-0.0959,0
-0.1052,0
-0.0967,0
-0.0975,0
-0.0984,0
