t (sec),1W force (mN),1W st dev,2W force (mN),2W st dev,3W force (mN),3W st dev,4W force (mN),4W st dev
10.600000000000001,0.9263910000000001,0.597341381916572,-0.576501,0.6011544378543671,0.36329700000000004,0.4343702379859836,1.7007270000000003,1.7502026715457841
10.8,0.901212,0.5924272636265148,-0.626859,0.5906825757308236,0.3515250000000001,0.4087183451742777,1.684704,1.7254125795246769
11.0,0.877341,0.5614933748941301,-0.593178,0.5785767641100013,0.36852899999999994,0.45625277757620286,1.7736480000000003,1.766996959316569
11.200000000000001,2.175531,0.6373059702701679,1.1827590000000001,0.9465690412505576,3.8618699999999997,0.5950745964061984,5.966442000000001,2.109612160063077
11.4,4.623780000000001,0.36601015198215503,5.004081,3.886126471034364,9.70536,1.6236191803024507,14.080947,3.143988668830727
11.600000000000001,7.162608000000001,1.0489192614372183,9.389805,7.952749339873351,18.313308000000003,4.114805951990447,22.932183,4.375901953129435
11.8,8.878377,1.3033298690469728,13.239576,9.656771963653382,24.341553000000005,6.3765813470195765,28.826358,6.437181288465162
12.0,10.498989,1.4527746291004677,17.748906,11.062292432097697,30.209568,8.967837110462256,35.931740999999995,8.443442792517873
12.200000000000001,12.047007,1.8793845872753134,22.222266,12.049160373395404,36.502029,11.649892860110604,44.093661,10.85380404833651
12.4,14.446206000000002,2.3810601945658587,28.313622,14.743020569162685,46.779639,15.225776099845222,58.99505100000001,14.213747566342878
12.600000000000001,15.768267,2.922385919238935,32.547618,16.317367241284302,54.027594,17.087266292736647,70.228809,16.23472868563075
12.8,17.119431000000002,3.3177945013586947,36.79731,17.649592427101314,61.523742000000006,18.403235443246874,81.68198400000001,18.155537072067737
13.0,18.476808000000002,3.7217977583323885,41.429265,18.40905079960545,69.313536,19.406723308096662,93.04458,19.912927524577047
13.200000000000001,20.449272000000004,4.3786205284890825,47.27308200000001,20.293864879685927,80.834073,20.62261577535052,109.309233,21.680112981353577
13.4,21.816785999999997,4.745057034667338,51.453777,21.150061911211086,88.242258,20.99330326482386,119.31510600000001,22.20928098762043
13.600000000000001,23.299730999999998,4.9780357590726485,55.725051,21.86422465336052,95.24823300000001,21.268481008627255,128.55906900000002,22.647243930624846
13.8,24.748014,5.208909629103004,59.962971,22.350646251764573,101.75226300000001,21.865182635749115,137.430252,22.84956817371291
14.0,26.327751000000003,6.003541874971973,66.424164,22.784690489575357,109.77095700000001,21.663467327016193,150.37520100000003,22.852822248399303
14.200000000000001,27.56283,6.34577755295425,70.493679,22.712320399398077,115.133103,21.31592125454755,158.71337400000002,22.54032956285054
14.4,28.825704,6.669459213343612,74.343777,22.755053407904228,120.48805499999999,20.758086987702303,166.790928,22.0325514546358
14.600000000000001,30.018927,6.949604440785248,77.99571300000001,22.75010519138841,125.50717800000001,20.55302445177075,175.07253,21.860830514757176
14.8,31.907352000000003,7.3029232489549,82.704186,22.384630355765587,133.21195200000003,20.151300226303466,186.643098,21.40382538849601
15.0,33.033867,7.603157044329415,86.10237000000001,21.986913354804308,138.005772,19.70476137744322,194.157558,21.036452026142943
15.200000000000001,34.186215000000004,7.973955431409309,89.33509199999999,21.67362961812899,142.443816,19.325778634763882,201.50165100000004,20.616058612958433
15.4,35.103777,8.56420882174495,92.742105,21.42739807824566,146.618298,19.02893269248683,208.29147899999998,20.864874130301732
15.600000000000001,37.113519000000004,8.84695237245878,97.610808,20.997637466871506,152.58179700000002,18.042049918579593,218.02398000000002,22.581490732711917
15.8,38.457489,9.135928309843836,100.60351200000001,20.541463798469337,156.703632,17.15372901625888,223.73470800000004,22.917707304483727
16.0,39.710226000000006,9.46442520105717,103.498116,20.07185161728274,161.007279,16.546159958607685,230.507532,24.362827715497225
16.2,40.899198000000005,9.718894631593553,106.286445,19.635778795389,165.44892000000002,16.212530472395056,236.63910900000005,25.176258320953455
16.400000000000002,42.619545,10.181828190198067,110.48676,18.953853692891638,172.260003,15.832305850676006,246.344796,26.063919739604334
16.6,43.979865,10.799298605787694,113.422566,18.376184596232644,176.63984100000002,15.735133092654282,253.424346,27.10579448436924
16.8,45.319911,11.248669351334318,116.186043,17.660946575209326,180.69039,15.276886021719726,259.673643,27.351566963372445
17.0,46.553028000000005,11.494871266278452,118.71735000000001,17.002699175685077,184.914576,14.523874153320927,265.40301,27.78835072144903
17.2,48.301824,11.929647926134534,121.91541000000001,16.45728791508589,190.72373100000002,13.872605398364717,272.674182,27.8089965654334
17.400000000000002,49.449267,12.181519483507136,124.206699,16.485911333341335,194.44891499999997,13.552698902226751,277.73712300000005,28.173813843782117
17.6,50.604231,12.520529205919452,126.502566,16.589659826267205,197.98084200000002,13.393721635030138,283.066896,28.0580304437098
17.8,51.775872,12.75014975910707,128.75101800000002,16.566181445306764,201.363657,13.582241524787642,288.338136,27.98195203921922
18.0,53.483793,13.057283063992067,131.96837100000002,16.334775947558207,206.65353600000003,14.73176868470504,294.91247100000004,28.34137251949876
18.2,54.553082999999994,13.28648128853994,133.81494,16.28421402379931,209.79993,15.632342463985808,299.272362,28.73107560624444
18.400000000000002,55.734207000000005,13.332190871750898,135.600687,16.500853473438216,212.56209900000002,16.355920270306783,303.19668900000005,28.368695672568645
18.6,56.964054000000004,13.464937182002675,137.308608,16.96606944327724,215.14964999999998,16.954363313378956,307.939824,28.496931750624775
18.8,58.531038,13.426880984238968,139.940958,17.67046898231198,218.91734399999999,17.604645230809272,315.115839,28.300107994153247
19.0,59.44434900000001,13.614359713367428,141.764964,17.970987282073903,221.506857,18.43239138362741,319.56075,27.596841095871582
19.200000000000003,60.396246,13.97427956541367,143.659275,18.48960763863208,224.166021,19.023752265086564,324.118803,27.187293169621526
19.400000000000002,61.245791999999994,14.42318233920566,145.693215,19.17656302499909,226.94355900000002,19.499635282193097,328.525128,26.5202127802336
19.6,62.747703,14.787748518298454,147.90537,20.083502576110522,231.46989300000004,20.24684197583956,334.448079,24.836964074689206
19.8,63.737204999999996,15.02432732463481,149.01782400000002,20.650365377829228,233.800749,20.193792666172204,337.81421700000004,23.543934450033756
20.0,64.70610599999999,15.265789241121666,149.986725,20.93498502071511,236.067513,20.38035760110819,340.751331,22.04523520994806
20.200000000000003,65.75512200000001,15.235484907279917,151.07661600000003,21.15587378644101,238.25874,20.491769784329172,343.572033,21.220634829510878
20.400000000000002,67.147815,15.458605809428159,153.51636300000004,21.81586261397624,241.55817000000002,20.71697329943056,347.70171600000003,21.707082119969012
20.6,67.92672900000001,15.748398945587008,155.303091,22.226501448840388,243.438747,20.9645217204424,350.50476000000003,22.596684011960217
20.8,68.502249,15.941688294713144,157.03455599999998,22.318733436222452,245.337309,20.926987895198526,353.628264,23.398204691389264
21.0,68.893668,15.864448046123192,158.579304,22.065842748769697,247.36045800000002,20.50961759693515,356.678193,23.193139306488895
21.200000000000003,69.46461000000001,15.56064997494649,161.063196,20.694720438434874,250.578138,19.485905465381418,360.543333,22.51355911168293
21.400000000000002,69.725883,15.510248088455322,162.221103,19.937403710007636,252.60063300000002,18.897264684763403,363.025917,21.93843945078047
21.6,70.03587900000001,15.465891096667466,163.34336700000003,19.150432511576543,254.496252,18.662256297141077,365.60234999999994,21.187888514816766
21.8,70.159485,15.393900956842876,164.508141,18.328506183402336,256.54229100000003,18.871114929515908,368.086242,21.207696723235127
22.0,70.37530500000001,15.71749936877543,166.59897899999999,17.61950205831528,259.522896,19.706935911969474,370.380147,22.440104032702802
22.200000000000003,70.673856,15.817874186801905,166.916169,16.906684427604134,261.31878,19.807034822490117,371.817966,23.08920065990763
22.400000000000002,71.045001,15.722801581584879,166.19709600000002,16.13164139485205,262.673541,19.423638200386723,373.818552,24.11164642483998
22.6,71.359248,15.79729221970088,167.21700900000002,15.467446512418723,263.67579600000005,18.91818494570538,375.4888680000001,24.59545861756853
22.8,71.859558,15.92332354696085,168.821598,14.968527485842474,264.303963,17.51885227051572,377.78931300000005,24.19579914130553
23.0,72.18852,15.833476073826684,169.625691,15.026975355454148,264.66399,16.249129382988123,378.915828,23.593767762013307
23.200000000000003,72.57961200000001,15.656904492628996,170.23162200000002,15.237099359650053,265.074048,14.846002212829898,380.292825,22.726932619234884
23.400000000000002,73.13812800000001,15.510339565826213,170.747628,15.395255133924408,265.835304,13.994727073781839,382.05110400000007,21.587241148825633
23.6,73.852623,15.524119407074654,171.282927,15.923870453886208,266.77641,13.973525394673093,384.42250800000005,20.574450252014174
23.8,74.195973,15.647644700691034,171.762963,16.19103654542903,267.555324,13.90563261873612,386.612427,20.53522077543163
24.0,74.56679100000001,15.688153369997435,172.21422300000003,16.45637704382669,268.373805,13.56633419219039,388.485156,20.48755780852316
24.200000000000003,74.86436100000002,15.550186255073795,172.54253100000003,16.960352692813206,268.76391600000005,13.539353547889283,389.98183500000005,20.35316180774745
24.400000000000002,75.240411,15.120436076990702,172.654038,17.76566874783739,270.35150100000004,13.998063873285703,391.96182000000005,20.720751145372756
24.6,75.443151,15.068550741483207,172.59485100000003,18.493984091072853,270.923424,13.935640409531315,393.46896300000003,21.251977545457787
24.8,75.492855,15.206836189871515,172.73219100000003,18.920477263494654,271.597371,13.741087912517052,394.61346299999997,21.32084016153
25.0,75.446421,15.454296024005558,173.071944,18.91020630668439,272.348817,13.584850367871026,395.301144,21.189581626427206
25.200000000000003,75.45819300000001,15.949760822615238,173.50685399999998,19.173139943284138,273.515226,13.051971338118936,396.732096,21.466852968135626
25.400000000000002,75.483372,16.364543599352167,173.719077,19.67594564257276,274.183287,12.719482658676641,397.418142,21.19048246278189
25.6,75.59128199999999,16.741567176708156,173.77924500000003,20.152433335234885,274.555086,12.576472909951107,398.0652750000001,21.337609579237075
25.8,75.642948,17.053451995204316,174.226581,20.30809118727326,274.84153799999996,12.697039717418296,399.078648,22.071194461123486
26.0,75.577548,17.646372308671662,174.806025,20.159542462820976,275.00896200000005,13.007384634579472,400.38043500000003,22.239901402505737
26.200000000000003,75.376443,18.088292517112887,174.89823900000002,20.117587494305383,275.124066,13.29071653377468,400.919985,21.519797290699216
26.400000000000002,75.223734,18.474635374405583,174.794253,20.456891600515267,275.45826000000005,13.49972893477933,400.874205,21.342585382776893
26.6,75.09587700000002,18.8899951247863,175.086591,20.933029989074623,276.114549,14.003983266717507,400.615221,21.10591763283432
26.8,74.828391,19.171541240354983,175.992708,21.285175083763207,277.216866,15.257495638622528,400.251597,21.00659506051925
27.0,74.848011,19.16883346978235,175.985187,21.93059498423555,278.53565699999996,16.359314878036376,400.086135,21.20541237694748
27.200000000000003,75.05238600000001,19.13662547862036,176.31022500000003,22.137868908412443,280.280856,17.134789322572995,399.680001,20.910432639953044
27.400000000000002,75.22602300000001,19.18169561584288,176.841273,22.223379166577754,281.923377,17.14094934844818,400.049511,20.80865605587042
27.6,75.39639,19.155555664499058,177.357933,22.51411047877447,284.020755,17.174836430752453,401.5730040000001,20.40579923303354
27.8,75.65079600000001,19.174438943577517,178.004085,22.494705716487214,285.666219,17.203460664243817,402.380694,19.00138559457551
28.0,76.058238,18.96946886523927,178.59072300000003,21.913720292894627,287.055315,16.862730394429718,403.603674,17.456309253758242
28.200000000000003,76.446387,18.74696094074712,179.248974,21.071337525186706,288.447027,16.72933322444749,404.6379749999999,16.11317492162342
28.400000000000002,76.86298500000001,18.41769791796342,180.514137,20.27931358110525,289.962345,17.112797426119503,406.05453900000003,13.93704143979498
28.6,77.11575600000002,18.242594624952943,181.111893,19.724450103810696,290.603592,17.520844133354938,407.05810199999996,12.519367800178715
28.8,77.426079,18.012321495283224,181.79401500000003,19.313191554986407,291.69642600000003,17.935150736959145,407.62185,10.372094778334482
29.0,77.93096700000001,17.782774461333307,182.730216,19.35378499933948,292.709472,17.96486234570925,408.22451100000006,8.57773815792872
29.200000000000003,78.898887,17.344951577365386,183.94305900000003,19.40976415700814,293.903022,17.58667350039962,408.862161,6.8840371006709296
29.400000000000002,79.61142000000001,17.120485998923286,184.40478300000004,19.498146274229324,294.34905,17.278629805055772,410.37126600000005,6.217535194393515
29.6,80.266728,17.001954749825032,184.466913,19.53128876055048,294.282342,17.09356828009429,409.88534400000003,6.731542941972338
29.8,80.767692,16.99975865205451,184.414593,19.355874069529595,294.336297,16.712189852306246,409.852317,7.314595469780807
30.0,81.35563800000001,17.007487675861363,184.062087,19.046498899015386,294.9867,16.12166720568092,412.0811490000001,7.216819576865261
30.200000000000003,81.78171900000001,16.933743214829494,183.80081400000003,18.92605507814775,296.652438,15.238209480190175,413.2737180000001,7.254701920172755
30.400000000000002,82.229382,16.63136862167176,183.56145,18.816567560683904,298.153368,14.086778251930586,414.561117,8.274834391637816
30.6,82.610664,16.316523274599593,182.870172,18.657436384067285,299.75763,12.827886255078715,416.598327,9.487826115077889
30.8,83.21169000000002,15.774731884245195,181.028835,18.567273067093772,301.656192,12.070200647896797,419.854266,10.888550036922659
31.0,83.51710800000001,15.493787960041988,179.45040600000002,18.900759375054694,302.51097,12.538204737229083,421.56578400000006,12.137345641431706
31.200000000000003,83.64954300000001,15.09488801013158,177.97825200000003,19.86982029372505,303.504723,13.424855358270642,422.33227200000005,13.687410084687015
31.400000000000002,83.841819,14.826236464008051,175.90343700000003,21.6846298429661,304.7813310000001,14.022098259422744,422.52062400000005,14.754169968783268
31.6,84.17241600000001,14.389785926000918,172.418598,25.05659063130054,306.273759,13.857926059379107,422.45849400000003,13.34458193881698
31.8,84.348996,14.02128893058987,170.07956700000003,27.077559847800813,307.58372099999997,13.026872595236117,423.76387800000003,13.220016234576333
32.0,84.379734,13.635186627310894,167.902401,29.17012222736244,308.9172270000001,12.147294690139624,425.013999,13.501965796580379
