Linear displacement (mm),Input Signal
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0178,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0267,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,0
-0.0356,1
-0.0267,1
0.0000,1
0.0534,1
0.1157,1
0.5872,1
0.7918,1
1.0588,1
1.2990,1
1.5659,1
1.6815,1
2.0730,1
2.2421,1
2.3132,1
2.3933,1
2.9805,1
3.0695,1
3.1229,1
3.1674,1
3.2030,1
3.2207,1
3.2385,1
3.2563,1
3.2830,1
3.3097,1
4.6532,1
4.6532,1
4.7244,1
4.7688,1
4.7866,1
4.8044,1
4.8222,1
5.2226,1
6.8330,1
6.7529,1
6.7529,1
6.7618,1
6.7618,1
6.7707,1
6.7796,1
6.7885,1
6.7974,1
6.7974,1
6.8063,1
7.5002,1
7.6070,1
7.6070,1
7.6070,1
7.6070,1
7.6070,1
7.5714,1
10.2850,1
9.0305,1
9.0305,1
9.0305,1
9.0394,1
9.0394,1
9.0394,1
9.0394,1
9.0483,1
9.0483,1
9.0572,1
9.0661,1
9.0661,1
9.0750,1
9.0750,1
9.0750,1
9.0750,1
9.0839,1
9.0839,1
9.0839,1
9.0839,1
9.0839,1
9.0839,1
9.0661,1
9.0750,1
9.0750,1
9.1017,1
9.1195,1
10.4007,1
10.8189,1
10.8189,1
10.8189,1
11.7620,1
11.7353,1
11.5573,1
10.5075,1
10.5164,1
10.5253,1
10.6053,1
10.6053,1
10.6053,1
10.6053,1
10.6053,1
10.6142,1
10.6676,1
10.7121,1
10.7566,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7744,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7833,1
10.7922,1
10.8100,1
11.1214,1
11.3794,1
11.3794,1
11.3794,1
11.3794,1
11.3794,1
11.3794,1
11.3794,1
11.6730,1
11.9399,1
12.1000,1
12.1000,1
12.1000,1
12.1000,1
12.1000,1
12.1000,1
12.1000,1
12.1089,1
12.1089,1
12.1623,1
12.7851,1
13.2567,1
13.2567,1
13.2567,1
13.2567,1
13.2478,1
13.2300,1
13.2033,0
13.1588,0
13.2033,0
12.8563,0
12.8118,0
12.7851,0
12.7762,0
12.7673,0
12.7584,0
11.9221,0
10.4363,0
10.2139,0
9.9203,0
9.5911,0
9.3953,0
9.3241,0
8.8437,0
7.8383,0
7.8205,0
7.7138,0
7.3846,0
7.0732,0
6.9931,0
6.9308,0
6.1657,0
6.0322,0
5.9077,0
5.4806,0
5.4094,0
5.3560,0
5.3294,0
5.2938,0
3.4966,0
3.4877,0
3.4788,0
3.4699,0
3.4610,0
3.4521,0
3.4432,0
3.4076,0
2.3043,0
2.3132,0
2.3310,0
2.3310,0
2.3310,0
2.8115,0
2.2866,0
2.2777,0
2.2688,0
2.2510,0
2.2421,0
2.2421,0
0.8986,0
0.9609,0
1.1477,0
1.1388,0
1.1388,0
1.1299,0
1.1299,0
1.1299,0
1.1299,0
1.1210,0
1.1210,0
1.1121,0
1.1121,0
1.1032,0
1.1032,0
1.1032,0
1.0943,0
1.0943,0
1.0943,0
1.0943,0
