Force (g),Input Signal
0.0272,0
0.0262,0
0.0271,0
0.0287,0
0.0260,0
0.0231,0
0.0261,0
0.0275,0
0.0280,0
0.0215,0
0.0251,0
0.0265,0
0.0260,0
0.0240,0
0.0263,0
0.0236,0
0.0269,0
0.0240,0
0.0303,0
0.0306,0
0.0318,0
0.0275,0
0.0304,0
0.0278,0
0.0309,0
0.0338,0
0.0327,0
0.0346,0
0.0310,0
0.0321,0
0.0404,0
0.0364,0
0.0315,0
0.0334,0
0.0436,0
0.0351,0
0.0401,0
0.0404,0
0.0387,0
0.0412,0
0.0420,0
0.0449,0
0.0437,0
0.0422,0
0.0400,0
0.0436,0
0.0411,0
0.0387,0
0.0388,0
0.0404,0
0.0406,0
0.0424,0
0.0397,0
0.0400,0
0.0419,0
0.0434,0
0.0403,0
0.0411,0
0.0337,0
0.0431,0
0.0407,0
0.0395,0
0.0425,0
0.0478,0
0.0438,0
0.0406,0
0.0417,0
0.0412,0
0.0440,0
0.0435,0
0.0415,0
0.0476,0
0.0446,0
0.0520,0
0.0510,0
0.0510,0
0.0529,0
0.0595,0
0.0613,0
0.0576,0
0.0602,0
0.0672,0
0.0686,0
0.0647,0
0.0693,0
0.0643,0
0.0642,0
0.0660,0
0.0604,0
0.0666,0
0.0661,0
0.0618,0
0.0663,0
0.0635,0
0.0654,0
0.0640,0
0.0657,0
0.0620,0
0.0647,0
0.0641,0
0.0664,0
0.0672,0
0.0718,0
0.0760,0
0.0702,0
0.0731,0
0.0766,0
0.0764,0
0.0692,0
0.0760,0
0.0725,0
0.0746,0
0.0710,0
0.0739,0
0.0678,0
0.0725,0
0.0750,0
0.0682,0
0.0706,0
0.0758,1
0.1654,1
0.4469,1
0.6109,1
0.7507,1
0.8715,1
1.0298,1
1.1222,1
1.2127,1
1.2907,1
1.3885,1
1.4509,1
1.5255,1
1.6074,1
1.6931,1
1.7340,1
1.7727,1
1.8141,1
1.8309,1
1.8707,1
1.9181,1
1.9753,1
2.0618,1
2.1301,1
2.1770,1
2.2078,1
2.2207,1
2.2439,1
2.2376,1
2.2217,1
2.2101,1
2.2573,1
2.3310,1
2.3703,1
2.4371,1
2.4657,1
2.4646,1
2.4332,1
2.3940,1
2.4005,1
2.4393,1
2.4857,1
2.4824,1
2.4734,1
2.4652,1
2.4446,1
2.3813,1
2.3186,1
2.2851,1
2.2672,1
2.2510,1
2.2122,1
2.2218,1
2.2183,1
2.2277,1
2.2694,1
2.3204,1
2.3971,1
2.4715,1
2.5313,1
2.5317,1
2.4532,1
2.3449,1
2.3203,1
2.3246,1
2.2882,1
2.2844,1
2.2808,1
2.2730,1
2.2639,1
2.2008,1
2.1619,1
2.1860,1
2.2382,1
2.3247,1
2.4110,1
2.4665,1
2.4811,1
2.4649,1
2.3988,1
2.3510,1
2.3501,1
2.4066,1
2.4007,1
2.3805,1
2.3627,1
2.3303,1
2.3300,1
2.3082,1
2.2728,1
2.2127,1
2.1744,1
2.1436,1
2.1439,1
2.2202,1
2.2679,1
2.2560,1
2.2022,1
2.1954,1
2.2350,1
2.1937,1
2.1593,1
2.1455,1
2.1410,1
2.1225,1
2.0766,1
2.0004,1
1.9558,1
1.9215,1
1.9015,1
1.9139,1
1.9288,1
1.9711,1
2.0433,1
2.0785,1
2.0834,1
2.0489,1
2.0074,1
1.9565,1
1.9349,1
1.9334,1
1.9231,1
1.9897,1
2.0607,1
2.0886,1
2.0914,1
2.1758,1
2.2668,1
2.3399,1
2.3956,1
2.4308,1
2.4359,1
2.3979,1
2.3200,1
2.2341,1
2.1999,1
2.1387,1
2.1151,1
2.0954,1
2.0656,1
2.0327,1
1.9857,1
1.9115,1
1.8734,1
1.8728,1
1.8795,1
1.8966,1
1.9111,1
1.9398,1
1.9388,0
1.7534,0
1.4525,0
1.2043,0
1.0282,0
0.8134,0
0.6840,0
0.5655,0
0.4844,0
0.4103,0
0.3575,0
0.3120,0
0.2661,0
0.1995,0
0.1575,0
0.1154,0
0.0793,0
0.0399,0
0.0160,0
-0.0013,0
-0.0216,0
-0.0431,0
-0.0526,0
-0.0609,0
-0.0792,0
-0.0963,0
-0.1057,0
-0.1146,0
-0.1206,0
-0.1328,0
-0.1346,0
-0.1329,0
-0.1389,0
-0.1450,0
-0.1536,0
-0.1543,0
-0.1586,0
-0.1631,0
-0.1656,0
-0.1673,0
-0.1701,0
-0.1681,0
-0.1683,0
-0.1651,0
-0.1681,0
-0.1685,0
-0.1703,0
-0.1643,0
-0.1647,0
-0.1676,0
-0.1691,0
-0.1676,0
-0.1669,0
-0.1641,0
-0.1678,0
-0.1661,0
-0.1603,0
-0.1620,0
-0.1602,0
-0.1573,0
-0.1590,0
-0.1640,0
-0.1572,0
-0.1544,0
-0.1585,0
-0.1589,0
-0.1537,0
-0.1569,0
-0.1551,0
-0.1521,0
-0.1542,0
-0.1516,0
-0.1569,0
-0.1557,0
-0.1555,0
-0.1560,0
-0.1543,0
-0.1563,0
-0.1534,0
-0.1515,0
-0.1519,0
-0.1533,0
-0.1547,0
-0.1506,0
-0.1464,0
-0.1545,0
-0.1486,0
-0.1436,0
-0.1478,0
-0.1461,0
-0.1458,0
-0.1418,0
-0.1471,0
-0.1452,0
-0.1431,0
-0.1418,0
-0.1460,0
-0.1419,0
-0.1387,0
-0.1375,0
-0.1395,0
-0.1356,0
-0.1408,0
-0.1334,0
-0.1351,0
-0.1337,0
-0.1355,0
-0.1307,0
-0.1266,0
