Force (g),Input Signal
0.0147,0
0.0079,0
0.0105,0
0.0106,0
0.0151,0
0.0080,0
0.0067,0
0.0051,0
0.0049,0
0.0078,0
0.0080,0
0.0115,0
0.0075,0
0.0101,0
0.0149,0
0.0163,0
0.0180,0
0.0171,0
0.0182,0
0.0162,0
0.0111,0
0.0106,0
0.0108,0
0.0111,0
0.0081,0
0.0051,0
0.0119,0
0.0162,0
0.0153,0
0.0145,0
0.0131,0
0.0174,0
0.0219,0
0.0168,0
0.0151,0
0.0177,0
0.0157,0
0.0206,0
0.0116,0
0.0199,0
0.0179,0
0.0201,0
0.0222,0
0.0170,0
0.0101,0
0.0098,0
0.0138,0
0.0147,0
0.0147,0
0.0126,0
0.0137,0
0.0141,0
0.0122,0
0.0099,0
0.0147,0
0.0147,0
0.0143,0
0.0138,0
0.0210,0
0.0163,0
0.0210,0
0.0251,0
0.0221,0
0.0178,0
0.0219,0
0.0222,0
0.0189,0
0.0215,0
0.0237,0
0.0228,0
0.0217,0
0.0238,0
0.0269,0
0.0245,0
0.0301,0
0.0293,0
0.0246,0
0.0258,0
0.0249,0
0.0307,0
0.0230,0
0.0277,0
0.0290,0
0.0301,0
0.0336,0
0.0263,0
0.0281,0
0.0284,0
0.0262,0
0.0234,0
0.0287,0
0.0228,0
0.0278,0
0.0346,0
0.0278,0
0.0292,0
0.0280,0
0.0308,0
0.0284,0
0.0299,0
0.0301,0
0.0307,0
0.0316,0
0.0316,0
0.0333,0
0.0360,0
0.0342,0
0.0296,0
0.0320,0
0.0388,0
0.0384,0
0.0381,0
0.0414,0
0.0388,0
0.0440,0
0.0412,0
0.0400,0
0.0477,0
0.0448,0
0.0505,1
0.1629,1
0.4540,1
0.6200,1
0.7632,1
0.8826,1
1.0450,1
1.1560,1
1.2539,1
1.3586,1
1.5070,1
1.5945,1
1.6777,1
1.7220,1
1.7670,1
1.8119,1
1.8590,1
1.9237,1
1.9960,1
2.0317,1
2.0430,1
2.0304,1
2.0150,1
2.1107,1
2.1856,1
2.2818,1
2.4057,1
2.4123,1
2.3778,1
2.3694,1
2.3681,1
2.4099,1
2.4042,1
2.3184,1
2.2663,1
2.2719,1
2.3146,1
2.3593,1
2.3507,1
2.3184,1
2.3001,1
2.2900,1
2.2525,1
2.2727,1
2.3122,1
2.3819,1
2.4674,1
2.5074,1
2.5548,1
2.5864,1
2.5575,1
2.5351,1
2.5460,1
2.5346,1
2.5046,1
2.4722,1
2.4186,1
2.4342,1
2.4425,1
2.4308,1
2.4062,1
2.3972,1
2.3312,1
2.3022,1
2.2364,1
2.1375,1
2.1159,1
2.1085,1
2.1130,1
2.1201,1
2.1698,1
2.1984,1
2.2293,1
2.2328,1
2.1752,1
2.1399,1
2.1143,1
2.1180,1
2.1702,1
2.2017,1
2.2805,1
2.3652,1
2.4080,1
2.4579,1
2.5142,1
2.5327,1
2.5365,1
2.5472,1
2.5286,1
2.4704,1
2.4215,1
2.4312,1
2.4825,1
2.5589,1
2.6145,1
2.6297,1
2.6699,1
2.7006,1
2.6882,1
2.6207,1
2.5838,1
2.6114,1
2.6112,1
2.5425,1
2.4981,1
2.4942,1
2.5253,1
2.5051,1
2.4772,1
2.4463,1
2.3934,1
2.3078,1
2.2825,1
2.2275,1
2.2039,1
2.2095,1
2.2283,1
2.2407,1
2.2051,1
2.1271,1
2.1129,1
2.1301,1
2.1381,1
2.1464,1
2.1257,1
2.1110,1
2.1243,1
2.2351,1
2.2857,1
2.2901,1
2.2887,1
2.3090,1
2.3166,1
2.3082,1
2.2780,1
2.3075,1
2.3167,1
2.2981,1
2.2290,1
2.1101,1
2.0702,1
2.0134,1
1.9634,1
1.9068,1
1.8822,1
1.8219,1
1.7691,1
1.8719,1
1.8822,1
1.8649,0
1.7769,0
1.3931,0
1.1914,0
1.0109,0
0.8608,0
0.6606,0
0.5413,0
0.4586,0
0.3839,0
0.2924,0
0.2349,0
0.2043,0
0.1812,0
0.1466,0
0.1190,0
0.0858,0
0.0646,0
0.0315,0
0.0135,0
-0.0096,0
-0.0321,0
-0.0578,0
-0.0760,0
-0.0803,0
-0.0977,0
-0.1150,0
-0.1201,0
-0.1224,0
-0.1318,0
-0.1386,0
-0.1478,0
-0.1542,0
-0.1511,0
-0.1567,0
-0.1568,0
-0.1575,0
-0.1581,0
-0.1581,0
-0.1647,0
-0.1660,0
-0.1666,0
-0.1691,0
-0.1682,0
-0.1650,0
-0.1644,0
-0.1684,0
-0.1635,0
-0.1601,0
-0.1633,0
-0.1679,0
-0.1669,0
-0.1628,0
-0.1619,0
-0.1660,0
-0.1643,0
-0.1610,0
-0.1580,0
-0.1600,0
-0.1613,0
-0.1604,0
-0.1587,0
-0.1528,0
-0.1547,0
-0.1610,0
-0.1537,0
-0.1538,0
-0.1528,0
-0.1530,0
-0.1516,0
-0.1546,0
-0.1548,0
-0.1477,0
-0.1451,0
-0.1493,0
-0.1415,0
-0.1451,0
-0.1363,0
-0.1391,0
-0.1396,0
-0.1440,0
-0.1425,0
-0.1379,0
-0.1393,0
-0.1349,0
-0.1297,0
-0.1289,0
-0.1307,0
-0.1301,0
-0.1259,0
-0.1271,0
-0.1287,0
-0.1272,0
-0.1280,0
-0.1289,0
-0.1263,0
-0.1281,0
-0.1303,0
-0.1253,0
-0.1239,0
-0.1323,0
-0.1246,0
-0.1228,0
