Time (s),Force (g),Ambient temperature (c)
6.20,0.0252,18.1250
6.40,0.0231,18.0937
6.60,0.0282,18.0625
6.80,0.0278,18.0859
7.00,0.0276,18.0391
7.20,0.0305,18.0859
7.40,0.0322,18.0469
7.60,0.0301,18.0391
7.80,0.0341,18.0859
8.00,0.0315,18.1484
8.21,0.0350,18.0859
8.41,0.0372,18.0625
8.61,0.0359,18.0469
8.81,0.0350,18.0078
9.01,0.0380,18.0078
9.21,0.0386,18.0703
9.41,0.0392,18.1484
9.61,0.0407,18.0859
9.81,0.0438,18.0469
10.02,0.0439,18.0234
10.22,0.0469,18.1484
10.42,0.1889,18.0625
10.62,2.0450,18.0859
10.82,4.1919,18.0000
11.02,5.4575,18.0391
11.22,6.8686,18.0625
11.42,7.6038,18.0703
11.62,8.2440,17.9844
11.82,8.8119,18.0391
12.03,9.5607,18.0469
12.23,10.0051,18.0078
12.43,10.4098,18.0703
12.63,10.7796,18.0625
12.83,11.2816,18.0234
13.03,11.5805,18.0859
13.23,11.8642,18.1094
13.43,12.2229,18.0625
13.64,12.3612,18.0625
13.84,12.5786,18.1250
14.04,12.7784,18.1094
14.24,13.0516,18.0703
14.44,13.2083,18.0703
14.64,13.3568,18.0078
14.84,13.4874,18.0078
15.04,13.6544,18.1250
15.24,13.7521,18.1250
15.45,13.8386,18.0859
15.65,13.9142,18.0469
15.85,13.9975,18.1250
16.05,14.0492,18.0703
16.25,14.0823,18.1250
16.45,14.1149,18.1094
16.65,14.1252,18.0859
16.85,14.1291,18.0625
17.05,14.1207,18.0078
17.26,14.1065,18.0469
17.46,14.0893,18.0234
17.66,14.0642,18.0937
17.86,14.0379,17.9844
18.06,14.0053,18.0000
18.26,13.9864,18.0703
18.46,13.9651,18.0391
18.66,13.9500,18.0078
18.86,13.9225,17.9844
19.07,13.9109,18.1094
19.27,13.8971,18.1328
19.47,13.8758,18.0469
19.67,13.8635,18.0469
19.87,13.8479,18.1250
20.07,13.8398,18.0625
20.27,13.8189,18.0469
20.47,13.8038,18.0469
20.67,13.7929,18.0391
20.88,13.7831,18.1562
21.08,12.5748,18.0000
21.28,10.0529,18.0625
21.48,8.5484,18.0000
21.68,6.9123,18.0469
21.88,6.0807,18.0625
22.08,5.3794,18.1094
22.28,4.7887,18.0625
22.49,4.1043,18.0469
22.69,3.7077,18.0937
22.89,3.3427,18.0859
23.09,3.0161,18.1328
23.29,2.5985,18.0703
23.49,2.3574,18.0078
23.69,2.1408,18.0859
23.89,1.9437,18.0391
24.09,1.6800,18.0937
24.30,1.5294,18.0469
24.50,1.3816,18.0625
24.70,1.1932,18.0391
24.90,1.0756,18.1562
25.10,0.9701,18.0625
25.30,0.8725,18.0469
25.50,0.7465,18.0625
25.70,0.6659,18.0625
25.90,0.5917,18.0391
26.11,0.5259,18.0078
26.31,0.4377,18.0625
26.51,0.3766,18.0078
26.71,0.3267,18.0625
26.91,0.2778,18.0859
27.11,0.2113,18.0625
27.31,0.1710,18.0859
27.51,0.1303,18.0859
27.71,0.0760,18.0859
27.92,0.0460,18.0234
28.12,0.0168,18.0391
28.32,-0.0118,18.0625
28.52,-0.0505,18.0078
28.72,-0.0738,18.1094
28.92,-0.0988,17.9609
29.12,-0.1177,18.0937
29.32,-0.1497,18.1094
29.53,-0.1677,18.0391
29.73,-0.1842,18.0937
29.93,-0.1983,18.1250
30.13,-0.2232,18.0703
30.33,-0.2347,18.0625
30.53,-0.2511,18.0078
30.73,-0.2659,18.0078
30.93,-0.2745,18.0078
31.13,-0.2871,18.0078
31.34,-0.2973,18.0625
31.54,-0.3089,18.0859
31.74,-0.3204,18.0703
31.94,-0.3258,18.1094
32.14,-0.3310,18.0625
32.34,-0.3450,18.1250
32.54,-0.3510,18.0000
32.74,-0.3542,18.0625
32.95,-0.3646,18.0703
